institute,program,paper,category,round,openScore,closeScore
IIT Hyderabad,Additive Manufacturing,,GEN,1,657,697
IIT Hyderabad,Additive Manufacturing,,GEN-PwD,1,248,248
IIT Hyderabad,Additive Manufacturing,,OBC,1,623,642
IIT Hyderabad,Additive Manufacturing,,EWS,1,640,640
IIT Hyderabad,Additive Manufacturing,,SC,1,447,480
IIT Hyderabad,Aerospace Engineering,,GEN,1,715,788
IIT Hyderabad,Aerospace Engineering,,OBC,1,661,698
IIT Hyderabad,Aerospace Engineering,,EWS,1,667,687
IIT Hyderabad,Aerospace Engineering,,SC,1,518,532
IIT Hyderabad,Artificial Intelligence,,GEN,1,905,948
IIT Hyderabad,Artificial Intelligence,,OBC,1,897,897
IIT Hyderabad,Artificial Intelligence,,OBC-PwD,1,537,537
IIT Hyderabad,Artificial Intelligence,,EWS,1,880,880
IIT Hyderabad,Artificial Intelligence,,SC,1,842,842
IIT Hyderabad,Artificial Intelligence,,ST,1,629,629
IIT Hyderabad,Chemical Engineering,,GEN,1,535,695
IIT Hyderabad,Chemical Engineering,,OBC,1,506,532
IIT Hyderabad,Chemical Engineering,,EWS,1,486,511
IIT Hyderabad,Chemical Engineering,,SC,1,389,487
IIT Hyderabad,Chemical Engineering,,ST,1,403,477
IIT Hyderabad,Climate Change,,GEN,1,649,703
IIT Hyderabad,Climate Change,,OBC,1,625,633
IIT Hyderabad,Climate Change,,EWS,1,493,493
IIT Hyderabad,Climate Change,,SC,1,489,489
IIT Hyderabad,Climate Change,,ST,1,279,279
IIT Hyderabad,"Communications,Signal Processing and Learning",,GEN,1,788,917
IIT Hyderabad,"Communications,Signal Processing and Learning",,OBC,1,729,788
IIT Hyderabad,"Communications,Signal Processing and Learning",,EWS,1,749,752
IIT Hyderabad,"Communications,Signal Processing and Learning",,EWS-PwD,1,291,370
IIT Hyderabad,"Communications,Signal Processing and Learning",,SC,1,557,776
IIT Hyderabad,"Communications,Signal Processing and Learning",,ST,1,534,667
IIT Hyderabad,Computer Science and Engineering,,GEN,1,876,918
IIT Hyderabad,Computer Science and Engineering,,OBC,1,813,840
IIT Hyderabad,Computer Science and Engineering,,OBC-PwD,1,506,506
IIT Hyderabad,Computer Science and Engineering,,EWS,1,827,856
IIT Hyderabad,Computer Science and Engineering,,SC,1,724,820
IIT Hyderabad,Computer Science and Engineering,,ST,1,622,737
IIT Hyderabad,Energy Science and Technology,,GEN,1,629,695
IIT Hyderabad,Energy Science and Technology,,OBC,1,608,608
IIT Hyderabad,Energy Science and Technology,,EWS,1,611,611
IIT Hyderabad,Energy Science and Technology,,SC,1,448,459
IIT Hyderabad,Energy Science and Technology,,ST,1,424,424
IIT Hyderabad,Environmental Engineering,,GEN,1,663,670
IIT Hyderabad,Environmental Engineering,,OBC,1,628,640
IIT Hyderabad,Environmental Engineering,,EWS,1,580,580
IIT Hyderabad,Environmental Engineering,,SC,1,457,457
IIT Hyderabad,E-waste Resource Engineering and Management,,GEN,1,525,595
IIT Hyderabad,E-waste Resource Engineering and Management,,OBC,1,391,471
IIT Hyderabad,E-waste Resource Engineering and Management,,EWS,1,438,438
IIT Hyderabad,E-waste Resource Engineering and Management,,SC,1,424,480
IIT Hyderabad,Geotechnical Engineering,,GEN,1,663,734
IIT Hyderabad,Geotechnical Engineering,,OBC,1,678,678
IIT Hyderabad,Geotechnical Engineering,,OBC-PwD,1,513,513
IIT Hyderabad,Geotechnical Engineering,,EWS,1,605,605
IIT Hyderabad,Geotechnical Engineering,,SC,1,624,624
IIT Hyderabad,Hydraulics and Water Resources Engineering,,GEN,1,573,610
IIT Hyderabad,Hydraulics and Water Resources Engineering,,OBC,1,513,549
IIT Hyderabad,Hydraulics and Water Resources Engineering,,EWS,1,495,495
IIT Hyderabad,Hydraulics and Water Resources Engineering,,SC,1,419,419
IIT Hyderabad,Hydraulics and Water Resources Engineering,,ST,1,374,374
IIT Hyderabad,Integrated Circuits and Microsystems Packaging,,GEN,1,629,799
IIT Hyderabad,Integrated Circuits and Microsystems Packaging,,GEN-PwD,1,721,721
IIT Hyderabad,Integrated Circuits and Microsystems Packaging,,OBC,1,642,776
IIT Hyderabad,Integrated Circuits and Microsystems Packaging,,EWS,1,443,443
IIT Hyderabad,Integrated Circuits and Microsystems Packaging,,ST,1,567,567
IIT Hyderabad,Integrated Design & Manufacturing,,GEN,1,715,746
IIT Hyderabad,Integrated Design & Manufacturing,,OBC,1,660,712
IIT Hyderabad,Integrated Design & Manufacturing,,EWS,1,694,694
IIT Hyderabad,Integrated Design & Manufacturing,,SC,1,610,625
IIT Hyderabad,Lightweighting Engineering,,GEN,1,452,560
IIT Hyderabad,Lightweighting Engineering,,OBC,1,316,330
IIT Hyderabad,Lightweighting Engineering,,SC,1,397,397
IIT Hyderabad,Materials Science and Metallurgical Engineering,,GEN,1,601,826
IIT Hyderabad,Materials Science and Metallurgical Engineering,,OBC,1,549,600
IIT Hyderabad,Materials Science and Metallurgical Engineering,,EWS,1,543,544
IIT Hyderabad,Materials Science and Metallurgical Engineering,,SC,1,425,517
IIT Hyderabad,Materials Science and Metallurgical Engineering,,ST,1,323,437
IIT Hyderabad,Mechanics & Design,,GEN,1,805,898
IIT Hyderabad,Mechanics & Design,,OBC,1,770,781
IIT Hyderabad,Mechanics & Design,,SC,1,542,653
IIT Hyderabad,Mechanics & Design,,ST,1,411,511
IIT Hyderabad,Medical Biotechnology,,GEN,1,832,897
IIT Hyderabad,Medical Biotechnology,,OBC,1,650,712
IIT Hyderabad,Medical Biotechnology,,EWS,1,696,708
IIT Hyderabad,Medical Biotechnology,,SC,1,591,597
IIT Hyderabad,Medical Biotechnology,,ST,1,519,519
IIT Hyderabad,Medical Device Innovation,,GEN,1,771,778
IIT Hyderabad,Medical Device Innovation,,OBC,1,555,712
IIT Hyderabad,Medical Device Innovation,,OBC-PwD,1,204,204
IIT Hyderabad,Medical Device Innovation,,EWS,1,575,575
IIT Hyderabad,Medical Device Innovation,,SC,1,343,413
IIT Hyderabad,"Medical Sensing, Analytics & Simulation (MedSAS)",,GEN,1,714,829
IIT Hyderabad,"Medical Sensing, Analytics & Simulation (MedSAS)",,OBC,1,611,748
IIT Hyderabad,"Medical Sensing, Analytics & Simulation (MedSAS)",,EWS,1,406,575
IIT Hyderabad,"Medical Sensing, Analytics & Simulation (MedSAS)",,SC,1,393,468
IIT Hyderabad,Microelectronics & VLSI,,GEN,1,850,928
IIT Hyderabad,Microelectronics & VLSI,,OBC,1,764,795
IIT Hyderabad,Microelectronics & VLSI,,SC,1,708,776
IIT Hyderabad,Microelectronics & VLSI,,ST,1,653,667
IIT Hyderabad,Nanomedicine & Biomaterials (NBM),,GEN,1,813,895
IIT Hyderabad,Nanomedicine & Biomaterials (NBM),,OBC,1,689,749
IIT Hyderabad,Nanomedicine & Biomaterials (NBM),,EWS,1,597,634
IIT Hyderabad,Nanomedicine & Biomaterials (NBM),,SC,1,545,597
IIT Hyderabad,Nanomedicine & Biomaterials (NBM),,ST,1,441,466
IIT Hyderabad,Network and Information Security,,GEN,1,806,881
IIT Hyderabad,Network and Information Security,,OBC,1,756,787
IIT Hyderabad,Network and Information Security,,EWS,1,761,761
IIT Hyderabad,Network and Information Security,,SC,1,731,772
IIT Hyderabad,Network and Information Security,,ST,1,459,536
IIT Hyderabad,Ophthalmic Engineering,,GEN,1,514,778
IIT Hyderabad,Ophthalmic Engineering,,OBC,1,471,485
IIT Hyderabad,Ophthalmic Engineering,,SC,1,319,350
IIT Hyderabad,Power Electronics and Power Systems,,GEN,1,799,894
IIT Hyderabad,Power Electronics and Power Systems,,OBC,1,732,760
IIT Hyderabad,Power Electronics and Power Systems,,EWS,1,712,732
IIT Hyderabad,Power Electronics and Power Systems,,SC,1,708,744
IIT Hyderabad,Power Electronics and Power Systems,,ST,1,567,653
IIT Hyderabad,Quantum and Solid State Devices,,GEN,1,757,778
IIT Hyderabad,Quantum and Solid State Devices,,OBC,1,606,689
IIT Hyderabad,Quantum and Solid State Devices,,EWS,1,603,603
IIT Hyderabad,Quantum and Solid State Devices,,SC,1,526,526
IIT Hyderabad,Quantum and Solid State Devices,,ST,1,424,424
IIT Hyderabad,Robotics and Intelligent System Engineering,,GEN,1,763,801
IIT Hyderabad,Robotics and Intelligent System Engineering,,OBC,1,674,708
IIT Hyderabad,Robotics and Intelligent System Engineering,,EWS,1,705,705
IIT Hyderabad,Robotics and Intelligent System Engineering,,SC,1,573,622
IIT Hyderabad,Semiconductor Materials and Devices,,GEN,1,743,826
IIT Hyderabad,Semiconductor Materials and Devices,,OBC,1,571,689
IIT Hyderabad,Semiconductor Materials and Devices,,EWS,1,611,616
IIT Hyderabad,Semiconductor Materials and Devices,,SC,1,445,526
IIT Hyderabad,Semiconductor Materials and Devices,,ST,1,420,423
IIT Hyderabad,Smart Mobility,,GEN,1,649,812
IIT Hyderabad,Smart Mobility,,OBC,1,718,770
IIT Hyderabad,Smart Mobility,,EWS,1,704,704
IIT Hyderabad,Smart Mobility,,SC,1,452,625
IIT Hyderabad,Smart Mobility,,ST,1,444,444
IIT Hyderabad,Structural Engineering,,GEN,1,708,905
IIT Hyderabad,Structural Engineering,,GEN-PwD,1,298,298
IIT Hyderabad,Structural Engineering,,OBC,1,696,704
IIT Hyderabad,Structural Engineering,,EWS,1,700,700
IIT Hyderabad,Structural Engineering,,SC,1,577,667
IIT Hyderabad,Structural Engineering,,ST,1,677,677
IIT Hyderabad,Sustainable Engineering,,GEN,1,637,773
IIT Hyderabad,Sustainable Engineering,,OBC,1,592,626
IIT Hyderabad,Sustainable Engineering,,EWS,1,578,578
IIT Hyderabad,Sustainable Engineering,,SC,1,546,546
IIT Hyderabad,Sustainable Engineering,,ST,1,279,279
IIT Hyderabad,Systems and Control,,GEN,1,894,917
IIT Hyderabad,Systems and Control,,OBC,1,862,881
IIT Hyderabad,Systems and Control,,EWS,1,749,752
IIT Hyderabad,Techno-Entrepreneurship,,GEN,1,658,712
IIT Hyderabad,Techno-Entrepreneurship,,OBC,1,564,635
IIT Hyderabad,Techno-Entrepreneurship,,EWS,1,596,628
IIT Hyderabad,Techno-Entrepreneurship,,SC,1,436,552
IIT Hyderabad,Techno-Entrepreneurship,,ST,1,338,436
IIT Hyderabad,Thermo-fluid Engineering,,GEN,1,729,850
IIT Hyderabad,Thermo-fluid Engineering,,OBC,1,663,729
IIT Hyderabad,Thermo-fluid Engineering,,EWS,1,708,715
IIT Hyderabad,Thermo-fluid Engineering,,SC,1,539,671
IIT Hyderabad,Thermo-fluid Engineering,,ST,1,390,437
IIT Hyderabad,Transportation Engineering,,GEN,1,712,712
IIT Hyderabad,Transportation Engineering,,OBC,1,682,682
IIT Hyderabad,Transportation Engineering,,ST,1,567,567
IIT Hyderabad,Additive Manufacturing,,GEN,2,617,677
IIT Hyderabad,Additive Manufacturing,,OBC,2,560,566
IIT Hyderabad,Additive Manufacturing,,EWS,2,584,584
IIT Hyderabad,Additive Manufacturing,,SC,2,442,447
IIT Hyderabad,Aerospace Engineering,,GEN,2,677,715
IIT Hyderabad,Aerospace Engineering,,OBC,2,642,642
IIT Hyderabad,Aerospace Engineering,,EWS,2,658,667
IIT Hyderabad,Aerospace Engineering,,SC,2,483,507
IIT Hyderabad,Artificial Intelligence,,GEN,2,856,893
IIT Hyderabad,Artificial Intelligence,,OBC,2,819,839
IIT Hyderabad,Artificial Intelligence,,OBC-PwD,2,323,323
IIT Hyderabad,Artificial Intelligence,,EWS,2,827,847
IIT Hyderabad,Artificial Intelligence,,ST,2,553,622
IIT Hyderabad,Chemical Engineering,,GEN,2,521,663
IIT Hyderabad,Chemical Engineering,,OBC,2,452,462
IIT Hyderabad,Chemical Engineering,,EWS,2,486,511
IIT Hyderabad,Chemical Engineering,,SC,2,354,487
IIT Hyderabad,Chemical Engineering,,ST,2,330,364
IIT Hyderabad,Climate Change,,GEN,2,625,703
IIT Hyderabad,Climate Change,,OBC,2,602,625
IIT Hyderabad,Climate Change,,EWS,2,493,493
IIT Hyderabad,Climate Change,,SC,2,480,480
IIT Hyderabad,Climate Change,,ST,2,237,237
IIT Hyderabad,"Communications,Signal Processing and Learning",,GEN,2,741,788
IIT Hyderabad,"Communications,Signal Processing and Learning",,OBC,2,713,729
IIT Hyderabad,"Communications,Signal Processing and Learning",,EWS,2,733,737
IIT Hyderabad,"Communications,Signal Processing and Learning",,EWS-PwD,2,291,291
IIT Hyderabad,"Communications,Signal Processing and Learning",,SC,2,526,549
IIT Hyderabad,"Communications,Signal Processing and Learning",,ST,2,491,514
IIT Hyderabad,Computer Science and Engineering,,GEN,2,856,881
IIT Hyderabad,Computer Science and Engineering,,OBC,2,802,813
IIT Hyderabad,Computer Science and Engineering,,OBC-PwD,2,370,370
IIT Hyderabad,Computer Science and Engineering,,EWS,2,810,827
IIT Hyderabad,Computer Science and Engineering,,SC,2,675,724
IIT Hyderabad,Computer Science and Engineering,,ST,2,585,615
IIT Hyderabad,Energy Science and Technology,,GEN,2,590,629
IIT Hyderabad,Energy Science and Technology,,OBC,2,560,566
IIT Hyderabad,Energy Science and Technology,,EWS,2,584,584
IIT Hyderabad,Energy Science and Technology,,SC,2,341,342
IIT Hyderabad,Energy Science and Technology,,ST,2,366,366
IIT Hyderabad,Environmental Engineering,,GEN,2,605,670
IIT Hyderabad,Environmental Engineering,,OBC,2,588,628
IIT Hyderabad,Environmental Engineering,,EWS,2,580,580
IIT Hyderabad,Environmental Engineering,,SC,2,454,454
IIT Hyderabad,E-waste Resource Engineering and Management,,GEN,2,438,472
IIT Hyderabad,E-waste Resource Engineering and Management,,OBC,2,342,383
IIT Hyderabad,E-waste Resource Engineering and Management,,EWS,2,389,389
IIT Hyderabad,E-waste Resource Engineering and Management,,SC,2,337,362
IIT Hyderabad,Geotechnical Engineering,,GEN,2,632,647
IIT Hyderabad,Geotechnical Engineering,,OBC,2,577,603
IIT Hyderabad,Geotechnical Engineering,,EWS,2,605,605
IIT Hyderabad,Geotechnical Engineering,,SC,2,588,588
IIT Hyderabad,Hydraulics and Water Resources Engineering,,GEN,2,513,573
IIT Hyderabad,Hydraulics and Water Resources Engineering,,OBC,2,495,513
IIT Hyderabad,Hydraulics and Water Resources Engineering,,EWS,2,495,495
IIT Hyderabad,Hydraulics and Water Resources Engineering,,SC,2,419,419
IIT Hyderabad,Hydraulics and Water Resources Engineering,,ST,2,374,374
IIT Hyderabad,Integrated Circuits and Microsystems Packaging,,GEN,2,591,737
IIT Hyderabad,Integrated Circuits and Microsystems Packaging,,GEN-PwD,2,270,270
IIT Hyderabad,Integrated Circuits and Microsystems Packaging,,OBC,2,553,743
IIT Hyderabad,Integrated Circuits and Microsystems Packaging,,EWS,2,398,443
IIT Hyderabad,Integrated Circuits and Microsystems Packaging,,ST,2,448,448
IIT Hyderabad,Integrated Design & Manufacturing,,GEN,2,687,715
IIT Hyderabad,Integrated Design & Manufacturing,,OBC,2,642,680
IIT Hyderabad,Integrated Design & Manufacturing,,EWS,2,663,663
IIT Hyderabad,Integrated Design & Manufacturing,,SC,2,518,518
IIT Hyderabad,Lightweighting Engineering,,GEN,2,428,452
IIT Hyderabad,Lightweighting Engineering,,OBC,2,316,316
IIT Hyderabad,Lightweighting Engineering,,SC,2,397,397
IIT Hyderabad,Materials Science and Metallurgical Engineering,,GEN,2,525,644
IIT Hyderabad,Materials Science and Metallurgical Engineering,,OBC,2,501,525
IIT Hyderabad,Materials Science and Metallurgical Engineering,,EWS,2,518,525
IIT Hyderabad,Materials Science and Metallurgical Engineering,,SC,2,323,443
IIT Hyderabad,Materials Science and Metallurgical Engineering,,ST,2,294,323
IIT Hyderabad,Mechanics & Design,,GEN,2,739,793
IIT Hyderabad,Mechanics & Design,,OBC,2,736,739
IIT Hyderabad,Mechanics & Design,,EWS,2,708,715
IIT Hyderabad,Mechanics & Design,,SC,2,511,565
IIT Hyderabad,Mechanics & Design,,ST,2,380,411
IIT Hyderabad,Medical Biotechnology,,GEN,2,780,875
IIT Hyderabad,Medical Biotechnology,,OBC,2,624,670
IIT Hyderabad,Medical Biotechnology,,EWS,2,656,676
IIT Hyderabad,Medical Biotechnology,,SC,2,545,597
IIT Hyderabad,Medical Biotechnology,,ST,2,441,441
IIT Hyderabad,Medical Device Innovation,,GEN,2,618,656
IIT Hyderabad,Medical Device Innovation,,OBC,2,536,546
IIT Hyderabad,Medical Device Innovation,,OBC-PwD,2,204,204
IIT Hyderabad,Medical Device Innovation,,EWS,2,530,530
IIT Hyderabad,Medical Device Innovation,,SC,2,337,343
IIT Hyderabad,Microelectronics & VLSI,,GEN,2,807,882
IIT Hyderabad,Microelectronics & VLSI,,OBC,2,756,788
IIT Hyderabad,Microelectronics & VLSI,,SC,2,596,665
IIT Hyderabad,Network and Information Security,,GEN,2,806,815
IIT Hyderabad,Network and Information Security,,OBC,2,756,787
IIT Hyderabad,Network and Information Security,,EWS,2,761,761
IIT Hyderabad,Network and Information Security,,SC,2,635,635
IIT Hyderabad,Network and Information Security,,ST,2,459,459
IIT Hyderabad,Ophthalmic Engineering,,GEN,2,461,526
IIT Hyderabad,Ophthalmic Engineering,,OBC,2,342,354
IIT Hyderabad,Ophthalmic Engineering,,SC,2,350,350
IIT Hyderabad,Power Electronics and Power Systems,,GEN,2,765,799
IIT Hyderabad,Power Electronics and Power Systems,,OBC,2,689,724
IIT Hyderabad,Power Electronics and Power Systems,,EWS,2,685,693
IIT Hyderabad,Power Electronics and Power Systems,,SC,2,649,665
IIT Hyderabad,Power Electronics and Power Systems,,ST,2,500,527
IIT Hyderabad,Quantum and Solid State Devices,,GEN,2,653,728
IIT Hyderabad,Quantum and Solid State Devices,,OBC,2,590,647
IIT Hyderabad,Quantum and Solid State Devices,,EWS,2,573,573
IIT Hyderabad,Quantum and Solid State Devices,,SC,2,467,467
IIT Hyderabad,Quantum and Solid State Devices,,ST,2,354,354
IIT Hyderabad,Robotics and Intelligent System Engineering,,GEN,2,705,732
IIT Hyderabad,Robotics and Intelligent System Engineering,,OBC,2,661,674
IIT Hyderabad,Robotics and Intelligent System Engineering,,EWS,2,662,675
IIT Hyderabad,Robotics and Intelligent System Engineering,,SC,2,487,539
IIT Hyderabad,Semiconductor Materials and Devices,,GEN,2,659,767
IIT Hyderabad,Semiconductor Materials and Devices,,OBC,2,571,610
IIT Hyderabad,Semiconductor Materials and Devices,,SC,2,423,467
IIT Hyderabad,Semiconductor Materials and Devices,,ST,2,354,420
IIT Hyderabad,Smart Mobility,,GEN,2,604,808
IIT Hyderabad,Smart Mobility,,OBC,2,642,718
IIT Hyderabad,Smart Mobility,,EWS,2,704,704
IIT Hyderabad,Smart Mobility,,SC,2,452,480
IIT Hyderabad,Smart Mobility,,ST,2,444,444
IIT Hyderabad,Structural Engineering,,GEN,2,700,905
IIT Hyderabad,Structural Engineering,,GEN-PwD,2,250,250
IIT Hyderabad,Structural Engineering,,OBC,2,682,696
IIT Hyderabad,Structural Engineering,,EWS,2,659,659
IIT Hyderabad,Structural Engineering,,SC,2,548,565
IIT Hyderabad,Structural Engineering,,ST,2,592,592
IIT Hyderabad,Sustainable Engineering,,GEN,2,632,744
IIT Hyderabad,Sustainable Engineering,,OBC,2,564,570
IIT Hyderabad,Sustainable Engineering,,EWS,2,518,518
IIT Hyderabad,Sustainable Engineering,,SC,2,489,489
IIT Hyderabad,Sustainable Engineering,,ST,2,279,279
IIT Hyderabad,Systems and Control,,GEN,2,811,842
IIT Hyderabad,Systems and Control,,OBC,2,729,737
IIT Hyderabad,Systems and Control,,EWS,2,733,737
IIT Hyderabad,Systems and Control,,SC,2,649,665
IIT Hyderabad,Systems and Control,,ST,2,527,580
IIT Hyderabad,Techno-Entrepreneurship,,GEN,2,664,704
IIT Hyderabad,Techno-Entrepreneurship,,OBC,2,605,635
IIT Hyderabad,Techno-Entrepreneurship,,EWS,2,628,628
IIT Hyderabad,Techno-Entrepreneurship,,SC,2,552,552
IIT Hyderabad,Techno-Entrepreneurship,,ST,2,338,338
IIT Hyderabad,Thermo-fluid Engineering,,GEN,2,691,763
IIT Hyderabad,Thermo-fluid Engineering,,OBC,2,645,680
IIT Hyderabad,Thermo-fluid Engineering,,EWS,2,680,687
IIT Hyderabad,Thermo-fluid Engineering,,SC,2,497,508
IIT Hyderabad,Thermo-fluid Engineering,,ST,2,352,437
IIT Hyderabad,Transportation Engineering,,GEN,2,712,712
IIT Hyderabad,Transportation Engineering,,OBC,2,681,681
IIT Hyderabad,Transportation Engineering,,ST,2,518,518
IIT Hyderabad,Additive Manufacturing,,GEN,3,578,623
IIT Hyderabad,Additive Manufacturing,,OBC,3,542,556
IIT Hyderabad,Additive Manufacturing,,EWS,3,573,573
IIT Hyderabad,Additive Manufacturing,,SC,3,406,447
IIT Hyderabad,Aerospace Engineering,,GEN,3,656,677
IIT Hyderabad,Aerospace Engineering,,OBC,3,625,639
IIT Hyderabad,Aerospace Engineering,,EWS,3,631,631
IIT Hyderabad,Aerospace Engineering,,SC,3,463,483
IIT Hyderabad,Artificial Intelligence,,GEN,3,847,856
IIT Hyderabad,Artificial Intelligence,,OBC,3,806,806
IIT Hyderabad,Artificial Intelligence,,OBC-PwD,3,323,323
IIT Hyderabad,Artificial Intelligence,,EWS,3,826,826
IIT Hyderabad,Artificial Intelligence,,ST,3,546,546
IIT Hyderabad,Chemical Engineering,,GEN,3,526,663
IIT Hyderabad,Chemical Engineering,,OBC,3,447,457
IIT Hyderabad,Chemical Engineering,,EWS,3,457,486
IIT Hyderabad,Chemical Engineering,,SC,3,354,487
IIT Hyderabad,Chemical Engineering,,ST,3,330,364
IIT Hyderabad,Climate Change,,GEN,3,610,696
IIT Hyderabad,Climate Change,,OBC,3,564,570
IIT Hyderabad,Climate Change,,EWS,3,493,493
IIT Hyderabad,Climate Change,,SC,3,457,457
IIT Hyderabad,Climate Change,,ST,3,216,216
IIT Hyderabad,"Communications,Signal Processing and Learning",,GEN,3,713,745
IIT Hyderabad,"Communications,Signal Processing and Learning",,OBC,3,698,710
IIT Hyderabad,"Communications,Signal Processing and Learning",,EWS,3,698,710
IIT Hyderabad,"Communications,Signal Processing and Learning",,SC,3,510,526
IIT Hyderabad,"Communications,Signal Processing and Learning",,ST,3,448,459
IIT Hyderabad,Computer Science and Engineering,,GEN,3,837,881
IIT Hyderabad,Computer Science and Engineering,,OBC,3,794,807
IIT Hyderabad,Computer Science and Engineering,,OBC-PwD,3,370,370
IIT Hyderabad,Computer Science and Engineering,,EWS,3,797,800
IIT Hyderabad,Computer Science and Engineering,,SC,3,658,671
IIT Hyderabad,Computer Science and Engineering,,ST,3,562,579
IIT Hyderabad,Energy Science and Technology,,GEN,3,581,629
IIT Hyderabad,Energy Science and Technology,,OBC,3,555,566
IIT Hyderabad,Energy Science and Technology,,EWS,3,578,578
IIT Hyderabad,Energy Science and Technology,,SC,3,341,342
IIT Hyderabad,Energy Science and Technology,,ST,3,366,366
IIT Hyderabad,Environmental Engineering,,GEN,3,599,670
IIT Hyderabad,Environmental Engineering,,OBC,3,514,529
IIT Hyderabad,Environmental Engineering,,EWS,3,580,580
IIT Hyderabad,Environmental Engineering,,SC,3,438,438
IIT Hyderabad,E-waste Resource Engineering and Management,,GEN,3,414,472
IIT Hyderabad,E-waste Resource Engineering and Management,,OBC,3,342,383
IIT Hyderabad,E-waste Resource Engineering and Management,,EWS,3,389,389
IIT Hyderabad,E-waste Resource Engineering and Management,,SC,3,337,362
IIT Hyderabad,Geotechnical Engineering,,GEN,3,610,633
IIT Hyderabad,Geotechnical Engineering,,OBC,3,575,577
IIT Hyderabad,Geotechnical Engineering,,EWS,3,605,605
IIT Hyderabad,Geotechnical Engineering,,SC,3,588,588
IIT Hyderabad,Hydraulics and Water Resources Engineering,,GEN,3,502,573
IIT Hyderabad,Hydraulics and Water Resources Engineering,,OBC,3,490,495
IIT Hyderabad,Hydraulics and Water Resources Engineering,,EWS,3,495,495
IIT Hyderabad,Hydraulics and Water Resources Engineering,,SC,3,419,419
IIT Hyderabad,Hydraulics and Water Resources Engineering,,ST,3,374,374
IIT Hyderabad,Integrated Circuits and Microsystems Packaging,,GEN,3,613,737
IIT Hyderabad,Integrated Circuits and Microsystems Packaging,,GEN-PwD,3,248,248
IIT Hyderabad,Integrated Circuits and Microsystems Packaging,,OBC,3,553,704
IIT Hyderabad,Integrated Circuits and Microsystems Packaging,,EWS,3,443,443
IIT Hyderabad,Integrated Circuits and Microsystems Packaging,,ST,3,448,448
IIT Hyderabad,Integrated Design & Manufacturing,,GEN,3,670,687
IIT Hyderabad,Integrated Design & Manufacturing,,OBC,3,629,635
IIT Hyderabad,Integrated Design & Manufacturing,,EWS,3,629,629
IIT Hyderabad,Integrated Design & Manufacturing,,SC,3,477,481
IIT Hyderabad,Lightweighting Engineering,,GEN,3,380,428
IIT Hyderabad,Lightweighting Engineering,,OBC,3,316,316
IIT Hyderabad,Lightweighting Engineering,,SC,3,273,273
IIT Hyderabad,Materials Science and Metallurgical Engineering,,GEN,3,504,644
IIT Hyderabad,Materials Science and Metallurgical Engineering,,GEN-PwD,3,238,238
IIT Hyderabad,Materials Science and Metallurgical Engineering,,OBC,3,485,501
IIT Hyderabad,Materials Science and Metallurgical Engineering,,EWS,3,443,463
IIT Hyderabad,Materials Science and Metallurgical Engineering,,SC,3,321,443
IIT Hyderabad,Materials Science and Metallurgical Engineering,,ST,3,257,294
IIT Hyderabad,Mechanics & Design,,GEN,3,715,801
IIT Hyderabad,Mechanics & Design,,OBC,3,712,715
IIT Hyderabad,Mechanics & Design,,EWS,3,705,705
IIT Hyderabad,Mechanics & Design,,SC,3,483,508
IIT Hyderabad,Mechanics & Design,,ST,3,362,390
IIT Hyderabad,Medical Biotechnology,,GEN,3,780,875
IIT Hyderabad,Medical Biotechnology,,OBC,3,618,670
IIT Hyderabad,Medical Biotechnology,,EWS,3,634,634
IIT Hyderabad,Medical Biotechnology,,SC,3,526,597
IIT Hyderabad,Medical Biotechnology,,ST,3,422,422
IIT Hyderabad,Medical Device Innovation,,GEN,3,565,600
IIT Hyderabad,Medical Device Innovation,,OBC,3,516,532
IIT Hyderabad,Medical Device Innovation,,OBC-PwD,3,204,204
IIT Hyderabad,Medical Device Innovation,,EWS,3,526,526
IIT Hyderabad,Medical Device Innovation,,SC,3,337,343
IIT Hyderabad,"Medical Sensing, Analytics & Simulation (MedSAS)",,GEN,3,651,703
IIT Hyderabad,"Medical Sensing, Analytics & Simulation (MedSAS)",,OBC,3,564,611
IIT Hyderabad,"Medical Sensing, Analytics & Simulation (MedSAS)",,EWS,3,406,406
IIT Hyderabad,"Medical Sensing, Analytics & Simulation (MedSAS)",,SC,3,314,373
IIT Hyderabad,Microelectronics & VLSI,,GEN,3,799,831
IIT Hyderabad,Microelectronics & VLSI,,OBC,3,756,788
IIT Hyderabad,Microelectronics & VLSI,,EWS,3,775,775
IIT Hyderabad,Microelectronics & VLSI,,SC,3,649,649
IIT Hyderabad,Microelectronics & VLSI,,ST,3,580,580
IIT Hyderabad,Nanomedicine & Biomaterials (NBM),,GEN,3,787,793
IIT Hyderabad,Nanomedicine & Biomaterials (NBM),,OBC,3,613,662
IIT Hyderabad,Nanomedicine & Biomaterials (NBM),,EWS,3,597,597
IIT Hyderabad,Nanomedicine & Biomaterials (NBM),,SC,3,526,526
IIT Hyderabad,Nanomedicine & Biomaterials (NBM),,ST,3,422,422
IIT Hyderabad,Network and Information Security,,GEN,3,806,815
IIT Hyderabad,Network and Information Security,,OBC,3,756,787
IIT Hyderabad,Network and Information Security,,EWS,3,761,761
IIT Hyderabad,Network and Information Security,,SC,3,598,598
IIT Hyderabad,Network and Information Security,,ST,3,459,459
IIT Hyderabad,Ophthalmic Engineering,,GEN,3,449,526
IIT Hyderabad,Ophthalmic Engineering,,OBC,3,319,329
