institute,program,paper,category,round,openScore,closeScore
IIT Hyderabad,Artificial Intelligence,,OBC,7,744,744
IIT Hyderabad,Chemical Engineering,,GEN,7,423,428
IIT Hyderabad,Chemical Engineering,,OBC,7,403,403
IIT Hyderabad,Chemical Engineering,,SC,7,262,267
IIT Hyderabad,Climate Change,,GEN,7,470,485
IIT Hyderabad,Climate Change,,OBC,7,458,463
IIT Hyderabad,"Communications,Signal Processing and Learning",,GEN,7,631,667
IIT Hyderabad,"Communications,Signal Processing and Learning",,OBC,7,588,627
IIT Hyderabad,"Communications,Signal Processing and Learning",,EWS,7,627,627
IIT Hyderabad,"Communications,Signal Processing and Learning",,SC,7,467,475
IIT Hyderabad,"Communications,Signal Processing and Learning",,ST,7,400,400
IIT Hyderabad,Computer Science and Engineering,,GEN,7,781,797
IIT Hyderabad,Computer Science and Engineering,,OBC,7,737,744
IIT Hyderabad,Computer Science and Engineering,,SC,7,592,593
IIT Hyderabad,Energy Science and Technology,,GEN,7,540,551
IIT Hyderabad,Energy Science and Technology,,OBC,7,468,484
IIT Hyderabad,Energy Science and Technology,,EWS,7,463,463
IIT Hyderabad,Energy Science and Technology,,SC,7,314,314
IIT Hyderabad,Environmental Engineering,,GEN,7,502,503
IIT Hyderabad,Environmental Engineering,,OBC,7,494,494
IIT Hyderabad,E-waste Resource Engineering and Management,,GEN,7,358,358
IIT Hyderabad,E-waste Resource Engineering and Management,,SC,7,271,271
IIT Hyderabad,Geotechnical Engineering,,GEN,7,524,535
IIT Hyderabad,Geotechnical Engineering,,OBC,7,518,518
IIT Hyderabad,Geotechnical Engineering,,EWS,7,453,453
IIT Hyderabad,Hydraulics and Water Resources Engineering,,GEN,7,419,427
IIT Hyderabad,Hydraulics and Water Resources Engineering,,EWS,7,332,332
IIT Hyderabad,Integrated Circuits and Microsystems Packaging,,OBC,7,634,634
IIT Hyderabad,Integrated Circuits and Microsystems Packaging,,SC,7,472,472
IIT Hyderabad,Integrated Circuits and Microsystems Packaging,,ST,7,327,327
IIT Hyderabad,Integrated Design & Manufacturing,,GEN,7,594,615
IIT Hyderabad,Integrated Design & Manufacturing,,OBC,7,569,580
IIT Hyderabad,Integrated Design & Manufacturing,,EWS,7,509,553
IIT Hyderabad,Materials Science and Metallurgical Engineering,,GEN,7,473,474
IIT Hyderabad,Mechanics & Design,,GEN,7,632,632
IIT Hyderabad,Mechanics & Design,,OBC,7,629,629
IIT Hyderabad,Medical Biotechnology,,GEN,7,645,663
IIT Hyderabad,Medical Biotechnology,,OBC,7,546,552
IIT Hyderabad,Medical Biotechnology,,EWS,7,550,550
IIT Hyderabad,Medical Biotechnology,,SC,7,350,350
IIT Hyderabad,Medical Biotechnology,,ST,7,246,246
IIT Hyderabad,Medical Device Innovation,,OBC,7,463,466
IIT Hyderabad,Medical Device Innovation,,EWS,7,431,431
IIT Hyderabad,Medical Device Innovation,,SC,7,280,280
IIT Hyderabad,"Medical Sensing, Analytics & Simulation (MedSAS)",,GEN,7,536,536
IIT Hyderabad,Nanomedicine & Biomaterials (NBM),,GEN,7,665,665
IIT Hyderabad,Nanomedicine & Biomaterials (NBM),,OBC,7,558,558
IIT Hyderabad,Nanomedicine & Biomaterials (NBM),,EWS,7,450,450
IIT Hyderabad,Network and Information Security,,GEN,7,767,770
IIT Hyderabad,Network and Information Security,,SC,7,589,589
IIT Hyderabad,Power Electronics and Power Systems,,GEN,7,634,637
IIT Hyderabad,Power Electronics and Power Systems,,OBC,7,622,622
IIT Hyderabad,Power Electronics and Power Systems,,EWS,7,594,594
IIT Hyderabad,Quantum and Solid State Devices,,GEN,7,582,584
IIT Hyderabad,Quantum and Solid State Devices,,OBC,7,495,499
IIT Hyderabad,Robotics and Intelligent System Engineering,,GEN,7,642,642
IIT Hyderabad,Semiconductor Materials and Devices,,GEN,7,563,584
IIT Hyderabad,Semiconductor Materials and Devices,,SC,7,374,374
IIT Hyderabad,Smart Mobility,,GEN,7,632,642
IIT Hyderabad,Smart Mobility,,EWS,7,615,615
IIT Hyderabad,Smart Mobility,,ST,7,338,338
IIT Hyderabad,Structural Engineering,,GEN,7,633,633
IIT Hyderabad,Sustainable Engineering,,OBC,7,457,463
IIT Hyderabad,Sustainable Engineering,,EWS,7,358,389
IIT Hyderabad,Sustainable Engineering,,SC,7,334,334
IIT Hyderabad,Systems and Control,,GEN,7,659,670
IIT Hyderabad,Systems and Control,,OBC,7,627,631
IIT Hyderabad,Systems and Control,,ST,7,400,400
IIT Hyderabad,Thermo-fluid Engineering,,GEN,7,617,617
IIT Hyderabad,Thermo-fluid Engineering,,OBC,7,587,601
IIT Hyderabad,Thermo-fluid Engineering,,EWS,7,525,549
IIT Hyderabad,Transportation Engineering,,OBC,7,610,610
IIT Hyderabad,Additive Manufacturing,,GEN,8,507,513
IIT Hyderabad,Additive Manufacturing,,OBC,8,477,477
IIT Hyderabad,Aerospace Engineering,,GEN,8,564,573
IIT Hyderabad,Aerospace Engineering,,SC,8,373,392
IIT Hyderabad,Artificial Intelligence,,GEN,8,795,796
IIT Hyderabad,Artificial Intelligence,,OBC,8,743,743
IIT Hyderabad,Chemical Engineering,,OBC,8,398,398
IIT Hyderabad,Climate Change,,GEN,8,470,470
IIT Hyderabad,Climate Change,,OBC,8,457,457
IIT Hyderabad,"Communications,Signal Processing and Learning",,GEN,8,604,623
IIT Hyderabad,"Communications,Signal Processing and Learning",,OBC,8,581,588
IIT Hyderabad,"Communications,Signal Processing and Learning",,EWS,8,616,616
IIT Hyderabad,"Communications,Signal Processing and Learning",,SC,8,459,467
IIT Hyderabad,"Communications,Signal Processing and Learning",,ST,8,346,346
IIT Hyderabad,Computer Science and Engineering,,OBC,8,734,734
IIT Hyderabad,Computer Science and Engineering,,SC,8,575,589
IIT Hyderabad,Energy Science and Technology,,GEN,8,521,521
IIT Hyderabad,Energy Science and Technology,,OBC,8,446,446
IIT Hyderabad,Energy Science and Technology,,EWS,8,424,424
IIT Hyderabad,Energy Science and Technology,,SC,8,311,311
IIT Hyderabad,Environmental Engineering,,GEN,8,490,498
IIT Hyderabad,Environmental Engineering,,OBC,8,488,488
IIT Hyderabad,E-waste Resource Engineering and Management,,GEN,8,355,355
IIT Hyderabad,Geotechnical Engineering,,GEN,8,503,511
IIT Hyderabad,Geotechnical Engineering,,OBC,8,503,503
IIT Hyderabad,Geotechnical Engineering,,EWS,8,435,435
IIT Hyderabad,Hydraulics and Water Resources Engineering,,GEN,8,419,419
IIT Hyderabad,Hydraulics and Water Resources Engineering,,EWS,8,321,321
IIT Hyderabad,Integrated Design & Manufacturing,,GEN,8,573,591
IIT Hyderabad,Integrated Design & Manufacturing,,OBC,8,548,559
IIT Hyderabad,Materials Science and Metallurgical Engineering,,GEN,8,453,453
IIT Hyderabad,Mechanics & Design,,GEN,8,612,618
IIT Hyderabad,Mechanics & Design,,OBC,8,587,609
IIT Hyderabad,Medical Biotechnology,,OBC,8,539,539
IIT Hyderabad,Medical Device Innovation,,OBC,8,424,448
IIT Hyderabad,Medical Device Innovation,,SC,8,280,280
IIT Hyderabad,"Medical Sensing, Analytics & Simulation (MedSAS)",,GEN,8,509,509
IIT Hyderabad,Microelectronics & VLSI,,GEN,8,747,747
IIT Hyderabad,Microelectronics & VLSI,,ST,8,500,500
IIT Hyderabad,Nanomedicine & Biomaterials (NBM),,GEN,8,630,630
IIT Hyderabad,Nanomedicine & Biomaterials (NBM),,OBC,8,552,552
IIT Hyderabad,Ophthalmic Engineering,,GEN,8,310,310
IIT Hyderabad,Power Electronics and Power Systems,,GEN,8,614,618
IIT Hyderabad,Power Electronics and Power Systems,,OBC,8,582,582
IIT Hyderabad,Power Electronics and Power Systems,,EWS,8,586,586
IIT Hyderabad,Quantum and Solid State Devices,,GEN,8,557,573
IIT Hyderabad,Quantum and Solid State Devices,,OBC,8,483,488
IIT Hyderabad,Robotics and Intelligent System Engineering,,GEN,8,594,622
IIT Hyderabad,Semiconductor Materials and Devices,,GEN,8,557,559
IIT Hyderabad,Smart Mobility,,GEN,8,488,622
IIT Hyderabad,Structural Engineering,,GEN,8,622,622
IIT Hyderabad,Structural Engineering,,ST,8,419,419
IIT Hyderabad,Sustainable Engineering,,OBC,8,424,456
IIT Hyderabad,Sustainable Engineering,,SC,8,314,314
IIT Hyderabad,Systems and Control,,GEN,8,620,657
IIT Hyderabad,Systems and Control,,OBC,8,602,614
IIT Hyderabad,Systems and Control,,ST,8,397,397
IIT Hyderabad,Thermo-fluid Engineering,,GEN,8,608,611
IIT Hyderabad,Thermo-fluid Engineering,,OBC,8,559,577
IIT Hyderabad,Thermo-fluid Engineering,,EWS,8,515,515
IIT Hyderabad,Transportation Engineering,,OBC,8,583,583
IIT Hyderabad,Additive Manufacturing,,GEN,9,497,504
IIT Hyderabad,Additive Manufacturing,,OBC,9,459,459
IIT Hyderabad,Aerospace Engineering,,GEN,9,544,563
IIT Hyderabad,Aerospace Engineering,,EWS,9,462,485
IIT Hyderabad,Aerospace Engineering,,SC,9,343,371
IIT Hyderabad,Aerospace Engineering,,ST,9,396,396
IIT Hyderabad,Artificial Intelligence,,GEN,9,790,790
IIT Hyderabad,Artificial Intelligence,,OBC,9,741,741
IIT Hyderabad,Chemical Engineering,,OBC,9,374,374
IIT Hyderabad,Climate Change,,OBC,9,416,416
IIT Hyderabad,"Communications,Signal Processing and Learning",,GEN,9,584,608
IIT Hyderabad,"Communications,Signal Processing and Learning",,OBC,9,581,581
IIT Hyderabad,"Communications,Signal Processing and Learning",,EWS,9,569,569
IIT Hyderabad,"Communications,Signal Processing and Learning",,SC,9,414,444
IIT Hyderabad,"Communications,Signal Processing and Learning",,ST,9,345,345
IIT Hyderabad,Computer Science and Engineering,,OBC,9,733,733
IIT Hyderabad,Energy Science and Technology,,EWS,9,358,358
IIT Hyderabad,Energy Science and Technology,,SC,9,310,310
IIT Hyderabad,Environmental Engineering,,GEN,9,484,484
IIT Hyderabad,Environmental Engineering,,OBC,9,461,461
IIT Hyderabad,Geotechnical Engineering,,GEN,9,476,502
IIT Hyderabad,Geotechnical Engineering,,OBC,9,463,475
IIT Hyderabad,Geotechnical Engineering,,EWS,9,382,434
IIT Hyderabad,Geotechnical Engineering,,ST,9,347,347
IIT Hyderabad,Hydraulics and Water Resources Engineering,,GEN,9,415,415
IIT Hyderabad,Integrated Design & Manufacturing,,GEN,9,556,573
IIT Hyderabad,Integrated Design & Manufacturing,,EWS,9,463,467
IIT Hyderabad,Mechanics & Design,,GEN,9,573,608
IIT Hyderabad,Mechanics & Design,,OBC,9,566,573
IIT Hyderabad,Medical Biotechnology,,OBC,9,539,539
IIT Hyderabad,"Medical Sensing, Analytics & Simulation (MedSAS)",,GEN,9,498,498
IIT Hyderabad,Microelectronics & VLSI,,GEN,9,743,743
IIT Hyderabad,Nanomedicine & Biomaterials (NBM),,OBC,9,534,534
IIT Hyderabad,Ophthalmic Engineering,,GEN,9,280,280
IIT Hyderabad,Power Electronics and Power Systems,,GEN,9,610,610
IIT Hyderabad,Power Electronics and Power Systems,,OBC,9,606,606
IIT Hyderabad,Quantum and Solid State Devices,,GEN,9,510,555
IIT Hyderabad,Quantum and Solid State Devices,,OBC,9,464,481
IIT Hyderabad,Robotics and Intelligent System Engineering,,GEN,9,567,573
IIT Hyderabad,Semiconductor Materials and Devices,,GEN,9,551,551
IIT Hyderabad,Smart Mobility,,GEN,9,487,487
IIT Hyderabad,Structural Engineering,,ST,9,393,393
IIT Hyderabad,Sustainable Engineering,,SC,9,314,314
IIT Hyderabad,Systems and Control,,GEN,9,620,620
IIT Hyderabad,Systems and Control,,ST,9,374,374
IIT Hyderabad,Techno-Entrepreneurship,,EWS,9,483,483
IIT Hyderabad,Thermo-fluid Engineering,,GEN,9,573,601
IIT Hyderabad,Thermo-fluid Engineering,,OBC,9,539,559
IIT Hyderabad,Thermo-fluid Engineering,,EWS,9,485,501
IIT Hyderabad,Transportation Engineering,,OBC,9,579,579
IIT Hyderabad,Additive Manufacturing,,GEN,10,483,483
IIT Hyderabad,Additive Manufacturing,,OBC,10,434,434
IIT Hyderabad,Aerospace Engineering,,GEN,10,529,543
IIT Hyderabad,Aerospace Engineering,,EWS,10,445,445
IIT Hyderabad,Artificial Intelligence,,GEN,10,772,772
IIT Hyderabad,Artificial Intelligence,,OBC,10,721,739
IIT Hyderabad,Chemical Engineering,,GEN,10,418,418
IIT Hyderabad,Chemical Engineering,,OBC,10,369,369
IIT Hyderabad,Climate Change,,OBC,10,405,405
IIT Hyderabad,"Communications,Signal Processing and Learning",,GEN,10,573,584
IIT Hyderabad,"Communications,Signal Processing and Learning",,OBC,10,565,573
IIT Hyderabad,"Communications,Signal Processing and Learning",,EWS,10,565,565
IIT Hyderabad,"Communications,Signal Processing and Learning",,SC,10,400,412
IIT Hyderabad,Energy Science and Technology,,EWS,10,323,323
IIT Hyderabad,Energy Science and Technology,,SC,10,294,294
IIT Hyderabad,Environmental Engineering,,OBC,10,446,446
IIT Hyderabad,Geotechnical Engineering,,GEN,10,416,475
IIT Hyderabad,Geotechnical Engineering,,ST,10,340,340
IIT Hyderabad,Integrated Design & Manufacturing,,GEN,10,553,553
IIT Hyderabad,Integrated Design & Manufacturing,,EWS,10,412,412
IIT Hyderabad,Mechanics & Design,,GEN,10,573,573
IIT Hyderabad,Mechanics & Design,,OBC,10,555,555
IIT Hyderabad,Medical Biotechnology,,OBC,10,534,534
IIT Hyderabad,Medical Device Innovation,,OBC,10,421,421
IIT Hyderabad,Microelectronics & VLSI,,GEN,10,736,737
IIT Hyderabad,Nanomedicine & Biomaterials (NBM),,OBC,10,530,530
IIT Hyderabad,Ophthalmic Engineering,,GEN,10,279,279
IIT Hyderabad,Power Electronics and Power Systems,,GEN,10,602,606
IIT Hyderabad,Power Electronics and Power Systems,,EWS,10,578,578
IIT Hyderabad,Quantum and Solid State Devices,,GEN,10,463,506
IIT Hyderabad,Semiconductor Materials and Devices,,GEN,10,538,545
IIT Hyderabad,Sustainable Engineering,,SC,10,280,295
IIT Hyderabad,Systems and Control,,GEN,10,608,620
IIT Hyderabad,Thermo-fluid Engineering,,OBC,10,525,528
IIT Hyderabad,Transportation Engineering,,OBC,10,571,571
IIT Jodhpur,BBE,,GEN,1,695,839
IIT Jodhpur,BBE,,OBC,1,624,723
IIT Jodhpur,BBE,,SC,1,591,597
IIT Jodhpur,BBE,,ST,1,351,351
IIT Jodhpur,BBE,,EWS,1,618,618
IIT Jodhpur,CSA,,GEN,1,777,811
IIT Jodhpur,CSA,,OBC,1,752,764
IIT Jodhpur,CSA,,SC,1,675,678
IIT Jodhpur,CSA,,ST,1,536,536
IIT Jodhpur,CSA,,EWS,1,752,752
IIT Jodhpur,CSE,,GEN,1,768,793
IIT Jodhpur,CSE,,OBC,1,747,764
IIT Jodhpur,CSE,,SC,1,675,678
IIT Jodhpur,CSE,,ST,1,536,536
IIT Jodhpur,CSE,,EWS,1,767,767
IIT Jodhpur,EET,,OBC,1,689,689
IIT Jodhpur,EET,,EWS,1,572,572
IIT Jodhpur,EEC,,OBC,1,643,643
IIT Jodhpur,EEC,,SC,1,585,585
IIT Jodhpur,EEI,,EWS,1,557,557
IIT Jodhpur,EEI,,PwD,1,397,397
IIT Jodhpur,MAC,,ST,1,536,536
IIT Jodhpur,MEA,,ST,1,408,408
IIT Jodhpur,MEA,,EWS,1,663,663
IIT Jodhpur,MEA,,PwD,1,248,248
IIT Jodhpur,MET,,SC,1,684,684
IIT Jodhpur,MET,,ST,1,437,437
IIT Jodhpur,MET,,EWS,1,663,663
IIT Jodhpur,MET,,PwD,1,646,646
IIT Jodhpur,DAD,,GEN,1,585,596
IIT Jodhpur,DAD,,OBC,1,456,501
IIT Jodhpur,DAD,,SC,1,397,428
IIT Jodhpur,DAD,,ST,1,437,437
IIT Jodhpur,DAD,,EWS,1,573,573
IIT Jodhpur,MTE,,GEN,1,611,684
IIT Jodhpur,MTE,,OBC,1,560,596
IIT Jodhpur,MTE,,SC,1,376,412
IIT Jodhpur,MTE,,ST,1,408,408
IIT Jodhpur,MTE,,EWS,1,543,543
IIT Jodhpur,CIE,,GEN,1,543,560
IIT Jodhpur,CIE,,OBC,1,522,528
IIT Jodhpur,CIE,,SC,1,434,509
IIT Jodhpur,CIE,,ST,1,370,370
IIT Jodhpur,CIE,,EWS,1,463,463
IIT Jodhpur,CIN,,GEN,1,528,554
IIT Jodhpur,CIN,,OBC,1,479,507
IIT Jodhpur,CIN,,SC,1,409,434
IIT Jodhpur,CIN,,ST,1,366,366
IIT Jodhpur,CIN,,EWS,1,518,518
IIT Jodhpur,BRE,,GEN,1,528,560
IIT Jodhpur,BRE,,OBC,1,468,528
IIT Jodhpur,BRE,,SC,1,359,409
IIT Jodhpur,BRE,,ST,1,370,370
IIT Jodhpur,BRE,,EWS,1,488,488
IIT Jodhpur,IRM,,OBC,1,706,717
IIT Jodhpur,IRM,,SC,1,510,510
IIT Jodhpur,IRM,,ST,1,483,483
IIT Jodhpur,IRM,,EWS,1,663,663
IIT Jodhpur,IQT,,OBC,1,610,639
IIT Jodhpur,IQT,,SC,1,414,417
IIT Jodhpur,IQT,,ST,1,429,429
IIT Jodhpur,IQT,,EWS,1,556,556
IIT Jodhpur,AIR,,OBC,1,660,752
IIT Jodhpur,AIR,,SC,1,531,678
IIT Jodhpur,AIR,,ST,1,483,483
IIT Jodhpur,AIR,,EWS,1,668,668
IIT Jodhpur,BBE,,GEN,2,656,695
IIT Jodhpur,BBE,,OBC,2,578,597
IIT Jodhpur,BBE,,SC,2,445,492
IIT Jodhpur,BBE,,ST,2,351,351
IIT Jodhpur,BBE,,EWS,2,611,611
IIT Jodhpur,CSA,,GEN,2,764,768
IIT Jodhpur,CSA,,OBC,2,731,747
IIT Jodhpur,CSA,,SC,2,598,602
IIT Jodhpur,CSA,,ST,2,510,510
IIT Jodhpur,CSA,,EWS,2,735,735
IIT Jodhpur,CSE,,GEN,2,764,789
IIT Jodhpur,CSE,,OBC,2,731,734
IIT Jodhpur,CSE,,SC,2,656,675
IIT Jodhpur,CSE,,ST,2,536,536
IIT Jodhpur,CSE,,EWS,2,752,752
IIT Jodhpur,EET,,OBC,2,639,648
IIT Jodhpur,EET,,ST,2,358,358
IIT Jodhpur,EET,,EWS,2,572,572
IIT Jodhpur,EEC,,GEN,2,754,754
IIT Jodhpur,EEC,,OBC,2,625,643
IIT Jodhpur,EEC,,SC,2,519,526
IIT Jodhpur,EEI,,EWS,2,541,541
IIT Jodhpur,EEV,,OBC,2,641,689
IIT Jodhpur,EEV,,SC,2,602,602
IIT Jodhpur,EEV,,ST,2,429,429
IIT Jodhpur,MAC,,SC,2,675,675
IIT Jodhpur,MAC,,ST,2,510,510
IIT Jodhpur,MEA,,OBC,2,649,719
IIT Jodhpur,MEA,,SC,2,483,483
IIT Jodhpur,MEA,,ST,2,314,314
IIT Jodhpur,MEA,,EWS,2,584,584
IIT Jodhpur,MEA,,PwD,2,238,238
IIT Jodhpur,MET,,OBC,2,577,580
IIT Jodhpur,MET,,SC,2,442,483
IIT Jodhpur,MET,,ST,2,314,314
IIT Jodhpur,MET,,EWS,2,525,525
IIT Jodhpur,MET,,PwD,2,559,559
IIT Jodhpur,DAD,,GEN,2,536,584
IIT Jodhpur,DAD,,OBC,2,437,456
IIT Jodhpur,DAD,,SC,2,351,362
IIT Jodhpur,DAD,,ST,2,283,283
IIT Jodhpur,DAD,,EWS,2,467,467
IIT Jodhpur,MTE,,GEN,2,525,585
IIT Jodhpur,MTE,,OBC,2,406,504
IIT Jodhpur,MTE,,SC,2,318,376
IIT Jodhpur,MTE,,ST,2,257,257
IIT Jodhpur,MTE,,EWS,2,456,456
IIT Jodhpur,CHE,,GEN,2,459,585
IIT Jodhpur,CHE,,OBC,2,426,532
IIT Jodhpur,CHE,,SC,2,272,272
IIT Jodhpur,CHE,,ST,2,232,232
IIT Jodhpur,CHE,,EWS,2,422,422
IIT Jodhpur,CIE,,GEN,2,507,554
IIT Jodhpur,CIE,,OBC,2,468,502
IIT Jodhpur,CIE,,SC,2,415,423
IIT Jodhpur,CIE,,ST,2,366,366
IIT Jodhpur,CIE,,EWS,2,463,463
IIT Jodhpur,BRE,,GEN,2,488,543
IIT Jodhpur,BRE,,OBC,2,431,465
IIT Jodhpur,BRE,,SC,2,333,359
IIT Jodhpur,BRE,,ST,2,366,366
IIT Jodhpur,BRE,,EWS,2,472,472
IIT Jodhpur,IRM,,OBC,2,690,690
IIT Jodhpur,IRM,,SC,2,510,510
IIT Jodhpur,IRM,,ST,2,366,366
IIT Jodhpur,IRM,,EWS,2,598,598
IIT Jodhpur,IQT,,OBC,2,610,639
IIT Jodhpur,IQT,,SC,2,414,417
IIT Jodhpur,IQT,,ST,2,284,284
IIT Jodhpur,IQT,,EWS,2,556,556
IIT Jodhpur,AIR,,OBC,2,643,655
IIT Jodhpur,AIR,,SC,2,510,519
IIT Jodhpur,AIR,,ST,2,483,483
IIT Jodhpur,AIR,,EWS,2,668,668
IIT Jodhpur,BBE,,GEN,3,598,639
IIT Jodhpur,BBE,,OBC,3,532,581
IIT Jodhpur,BBE,,SC,3,361,382
IIT Jodhpur,BBE,,ST,3,351,351
IIT Jodhpur,BBE,,EWS,3,597,597
IIT Jodhpur,CSA,,GEN,3,754,768
IIT Jodhpur,CSA,,OBC,3,722,727
IIT Jodhpur,CSA,,SC,3,585,589
IIT Jodhpur,CSA,,ST,3,496,496
IIT Jodhpur,CSA,,EWS,3,735,735
IIT Jodhpur,CSE,,GEN,3,754,789
IIT Jodhpur,CSE,,OBC,3,722,727
IIT Jodhpur,CSE,,SC,3,598,602
IIT Jodhpur,CSE,,ST,3,510,510
IIT Jodhpur,CSE,,EWS,3,752,752
IIT Jodhpur,EET,,GEN,3,702,702
IIT Jodhpur,EET,,OBC,3,639,689
IIT Jodhpur,EET,,ST,3,346,346
IIT Jodhpur,EET,,EWS,3,572,572
IIT Jodhpur,EEC,,GEN,3,689,735
IIT Jodhpur,EEC,,OBC,3,622,643
IIT Jodhpur,EEC,,SC,3,506,519
IIT Jodhpur,EEI,,OBC,3,510,553
IIT Jodhpur,EEI,,ST,3,366,366
IIT Jodhpur,EEI,,EWS,3,541,541
IIT Jodhpur,EEV,,OBC,3,612,641
IIT Jodhpur,EEV,,SC,3,531,531
IIT Jodhpur,EEV,,ST,3,393,393
IIT Jodhpur,EEV,,EWS,3,732,732
IIT Jodhpur,MAC,,SC,3,598,598
IIT Jodhpur,MAC,,ST,3,473,473
IIT Jodhpur,MEA,,OBC,3,596,646
IIT Jodhpur,MEA,,SC,3,442,442
IIT Jodhpur,MEA,,ST,3,283,283
IIT Jodhpur,MEA,,EWS,3,573,573
IIT Jodhpur,MET,,OBC,3,511,535
IIT Jodhpur,MET,,SC,3,407,428
IIT Jodhpur,MET,,ST,3,283,283
IIT Jodhpur,MET,,EWS,3,525,525
IIT Jodhpur,MET,,PwD,3,511,511
IIT Jodhpur,DAD,,GEN,3,502,536
IIT Jodhpur,DAD,,OBC,3,437,456
IIT Jodhpur,DAD,,SC,3,301,311
IIT Jodhpur,DAD,,ST,3,269,269
IIT Jodhpur,DAD,,EWS,3,438,438
IIT Jodhpur,MTE,,GEN,3,420,511
IIT Jodhpur,MTE,,OBC,3,421,511
IIT Jodhpur,MTE,,SC,3,318,376
IIT Jodhpur,MTE,,ST,3,248,248
IIT Jodhpur,MTE,,EWS,3,456,456
IIT Jodhpur,CHE,,GEN,3,534,598
IIT Jodhpur,CHE,,OBC,3,426,457
IIT Jodhpur,CHE,,SC,3,272,272
IIT Jodhpur,CHE,,ST,3,227,227
IIT Jodhpur,CHE,,EWS,3,422,422
IIT Jodhpur,CIE,,GEN,3,497,554
IIT Jodhpur,CIE,,OBC,3,465,479
IIT Jodhpur,CIE,,SC,3,409,423
IIT Jodhpur,CIE,,ST,3,366,366
IIT Jodhpur,CIE,,EWS,3,463,463
IIT Jodhpur,BRE,,GEN,3,475,543
IIT Jodhpur,BRE,,OBC,3,404,431
IIT Jodhpur,BRE,,SC,3,329,333
IIT Jodhpur,BRE,,ST,3,310,310
IIT Jodhpur,BRE,,EWS,3,400,400
IIT Jodhpur,IRM,,OBC,3,672,689
IIT Jodhpur,IRM,,SC,3,463,510
IIT Jodhpur,IRM,,ST,3,366,366
IIT Jodhpur,IRM,,EWS,3,598,598
IIT Jodhpur,IQT,,GEN,3,628,789
IIT Jodhpur,IQT,,OBC,3,553,610
IIT Jodhpur,IQT,,SC,3,404,404
IIT Jodhpur,IQT,,ST,3,284,284
IIT Jodhpur,IQT,,EWS,3,556,556
IIT Jodhpur,AIR,,OBC,3,643,655
IIT Jodhpur,AIR,,SC,3,491,506
IIT Jodhpur,AIR,,ST,3,380,380
IIT Jodhpur,AIR,,EWS,3,668,668
IIT Jodhpur,BBE,,GEN,4,571,591
IIT Jodhpur,BBE,,OBC,4,492,581
IIT Jodhpur,BBE,,SC,4,335,361
IIT Jodhpur,BBE,,ST,4,272,272
IIT Jodhpur,BBE,,EWS,4,585,585
IIT Jodhpur,CSA,,GEN,4,751,754
IIT Jodhpur,CSA,,OBC,4,710,717
IIT Jodhpur,CSA,,SC,4,572,573
IIT Jodhpur,CSA,,ST,4,496,496
IIT Jodhpur,CSA,,EWS,4,735,735
IIT Jodhpur,CSE,,GEN,4,752,764
IIT Jodhpur,CSE,,OBC,4,714,727
IIT Jodhpur,CSE,,SC,4,585,589
IIT Jodhpur,CSE,,ST,4,496,496
IIT Jodhpur,CSE,,EWS,4,752,752
IIT Jodhpur,EET,,GEN,4,641,645
IIT Jodhpur,EET,,OBC,4,602,648
IIT Jodhpur,EET,,ST,4,338,338
IIT Jodhpur,EET,,EWS,4,527,527
IIT Jodhpur,EEC,,GEN,4,661,689
IIT Jodhpur,EEC,,OBC,4,568,602
IIT Jodhpur,EEC,,SC,4,473,483
IIT Jodhpur,EEI,,OBC,4,491,553
IIT Jodhpur,EEI,,SC,4,420,515
IIT Jodhpur,EEI,,ST,4,346,346
IIT Jodhpur,EEI,,EWS,4,541,541
IIT Jodhpur,EEV,,GEN,4,764,764
IIT Jodhpur,EEV,,OBC,4,584,641
IIT Jodhpur,EEV,,SC,4,531,531
IIT Jodhpur,EEV,,ST,4,366,366
IIT Jodhpur,EEV,,EWS,4,584,584
IIT Jodhpur,MAC,,SC,4,568,568
IIT Jodhpur,MAC,,ST,4,473,473
IIT Jodhpur,MAC,,EWS,4,718,718
IIT Jodhpur,MEA,,GEN,4,639,698
IIT Jodhpur,MEA,,OBC,4,559,580
IIT Jodhpur,MEA,,SC,4,435,435
IIT Jodhpur,MEA,,ST,4,269,269
IIT Jodhpur,MEA,,EWS,4,542,542
IIT Jodhpur,MET,,GEN,4,584,608
IIT Jodhpur,MET,,OBC,4,508,511
IIT Jodhpur,MET,,SC,4,397,407
IIT Jodhpur,MET,,ST,4,269,269
IIT Jodhpur,MET,,EWS,4,525,525
IIT Jodhpur,DAD,,GEN,4,487,536
IIT Jodhpur,DAD,,OBC,4,437,439
IIT Jodhpur,DAD,,SC,4,301,311
IIT Jodhpur,DAD,,EWS,4,438,438
IIT Jodhpur,MTE,,GEN,4,449,506
IIT Jodhpur,MTE,,OBC,4,369,401
IIT Jodhpur,MTE,,SC,4,286,318
IIT Jodhpur,MTE,,ST,4,248,248
IIT Jodhpur,MTE,,EWS,4,520,520
IIT Jodhpur,CHE,,GEN,4,534,552
IIT Jodhpur,CHE,,OBC,4,418,428
IIT Jodhpur,CHE,,SC,4,272,272
IIT Jodhpur,CHE,,ST,4,227,227
IIT Jodhpur,CHE,,EWS,4,422,422
IIT Jodhpur,CIE,,GEN,4,465,482
IIT Jodhpur,CIE,,OBC,4,453,464
IIT Jodhpur,CIE,,SC,4,409,423
IIT Jodhpur,CIE,,ST,4,291,291
