institute,program,quota,category,gender,year,round,openRank,closeRank,state,instituteType
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,248008,248008,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",Home State,GEN,Gender-Neutral,2025,1,80500,90396,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",Home State,GEN,Female-only (including Supernumerary),2025,1,82170,82170,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,2025,1,100961,126364,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),2025,1,123088,123088,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",Home State,OBC,Gender-Neutral,2025,1,178044,178044,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",Home State,OBC,Female-only (including Supernumerary),2025,1,231851,259158,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,2025,1,227320,227320,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,1,52213,58114,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",Other State,GEN,Female-only (including Supernumerary),2025,1,67369,67918,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,2025,1,60812,61191,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",Other State,OBC,Gender-Neutral,2025,1,61972,66771,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",Other State,OBC,Female-only (including Supernumerary),2025,1,81727,92975,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,2025,1,180008,181463,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),2025,1,156431,156431,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,2025,1,252717,252717,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,206400,212811,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Gender-Neutral,2025,1,49445,65761,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Female-only (including Supernumerary),2025,1,36816,36816,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,2025,1,71104,71104,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",Home State,OBC,Gender-Neutral,2025,1,99424,99424,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,2025,1,210033,212668,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,1,33910,41575,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Female-only (including Supernumerary),2025,1,46420,62541,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,2025,1,43747,45121,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),2025,1,68915,68915,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OBC,Gender-Neutral,2025,1,42844,48164,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OBC,Female-only (including Supernumerary),2025,1,65925,71483,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,2025,1,146271,147635,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),2025,1,180117,180117,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,2025,1,214768,226763,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,82411,82411,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",All India,ST,Female-only (including Supernumerary),2025,1,239907,239907,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Gender-Neutral,2025,1,59350,75856,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Female-only (including Supernumerary),2025,1,66693,84724,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,2025,1,83940,96377,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",Home State,OBC,Female-only (including Supernumerary),2025,1,212408,212408,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,2025,1,201378,205319,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,2025,1,541172,541172,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,1,42520,47442,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Female-only (including Supernumerary),2025,1,58993,69745,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,2025,1,50957,52101,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),2025,1,74954,74954,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC,Gender-Neutral,2025,1,49053,53516,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC,Female-only (including Supernumerary),2025,1,72793,78840,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,2025,1,136035,157046,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),2025,1,183657,183657,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,2025,1,160032,175725,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),2025,1,244291,244291,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,67204,67204,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Gender-Neutral,2025,1,7122,12192,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,2025,1,24776,24776,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,OBC,Gender-Neutral,2025,1,33041,33041,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,1,1818,13252,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Female-only (including Supernumerary),2025,1,19187,24192,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,GEN-PwD,Gender-Neutral,2025,1,295201,295201,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,2025,1,13732,14835,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),2025,1,26907,26907,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OBC,Gender-Neutral,2025,1,15993,16955,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,2025,1,46917,60276,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,2025,1,82745,110828,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,GEN,Gender-Neutral,2025,1,117359,481635,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)",DASA-Non CIWG,GEN,Gender-Neutral,2025,1,1347319,1347319,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Data Science and Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Gender-Neutral,2025,1,20481,20481,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Data Science and Engineering (4 Years, Bachelor of Technology)",Home State,OBC,Gender-Neutral,2025,1,36417,36417,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Data Science and Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,2025,1,138892,138892,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Data Science and Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,1,15132,16249,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Data Science and Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Female-only (including Supernumerary),2025,1,24362,26734,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Data Science and Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,2025,1,16637,17045,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Data Science and Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),2025,1,30571,30571,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Data Science and Engineering (4 Years, Bachelor of Technology)",Other State,OBC,Gender-Neutral,2025,1,22011,23180,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Data Science and Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,2025,1,81065,81065,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Data Science and Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),2025,1,130945,130945,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Data Science and Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,2025,1,140103,140103,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Data Science and Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,GEN,Gender-Neutral,2025,1,809482,809482,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Gender-Neutral,2025,1,30207,31421,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Female-only (including Supernumerary),2025,1,33504,33504,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,2025,1,36116,36116,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),2025,1,54809,54809,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,OBC,Gender-Neutral,2025,1,87600,91227,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,OBC,Female-only (including Supernumerary),2025,1,96850,96850,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,2025,1,164558,175779,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Female-only (including Supernumerary),2025,1,166686,166686,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,1,20451,24102,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Female-only (including Supernumerary),2025,1,34048,40266,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,2025,1,26420,27330,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),2025,1,40624,40624,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC,Gender-Neutral,2025,1,26141,27565,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),2025,1,153388,153388,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),2025,1,209539,209539,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Gender-Neutral,2025,1,26098,26770,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Female-only (including Supernumerary),2025,1,26765,26765,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,2025,1,33560,33560,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OBC,Gender-Neutral,2025,1,45672,77935,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,2025,1,154506,154506,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,SC-PwD,Gender-Neutral,2025,1,1173410,1173410,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,1,16933,19495,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Female-only (including Supernumerary),2025,1,21348,28824,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,2025,1,19992,20327,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),2025,1,32233,32233,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OBC,Gender-Neutral,2025,1,21770,23920,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OBC,Female-only (including Supernumerary),2025,1,38129,38129,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,2025,1,82462,94431,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),2025,1,146858,146858,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Gender-Neutral,2025,1,28501,28948,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Female-only (including Supernumerary),2025,1,26815,26815,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,2025,1,34154,34154,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,1,17635,20619,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Female-only (including Supernumerary),2025,1,30332,30332,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,2025,1,20988,22426,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",Other State,OBC,Gender-Neutral,2025,1,25046,25328,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",Other State,OBC,Female-only (including Supernumerary),2025,1,48551,48551,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),2025,1,150141,150141,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,238060,245561,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Gender-Neutral,2025,1,36643,73433,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Female-only (including Supernumerary),2025,1,73274,73274,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,2025,1,88333,98718,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),2025,1,113299,113299,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",Home State,OBC,Gender-Neutral,2025,1,97257,126234,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,2025,1,206547,258059,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,1,45921,49011,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Female-only (including Supernumerary),2025,1,63036,70983,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,2025,1,53031,53131,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),2025,1,81940,81940,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",Other State,OBC,Gender-Neutral,2025,1,53937,57397,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",Other State,OBC,Female-only (including Supernumerary),2025,1,84239,84431,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,2025,1,171685,182594,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,2025,1,255117,257922,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),2025,1,318587,318587,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",Home State,GEN,Gender-Neutral,2025,1,16359,22021,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",Home State,GEN,Female-only (including Supernumerary),2025,1,24158,24158,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,2025,1,25343,25343,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),2025,1,51415,51415,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",Home State,OBC,Gender-Neutral,2025,1,39874,55156,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,2025,1,152290,152290,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,1,14530,17144,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",Other State,GEN,Female-only (including Supernumerary),2025,1,25783,27253,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,2025,1,17168,17641,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),2025,1,29913,29913,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",Other State,OBC,Gender-Neutral,2025,1,19116,22211,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",Other State,OBC,Female-only (including Supernumerary),2025,1,36813,36813,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,2025,1,81267,81267,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,2025,1,126060,126060,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,GEN,Gender-Neutral,2025,1,675536,769321,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,1,208588,214746,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Gender-Neutral,2025,1,33138,40924,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Female-only (including Supernumerary),2025,1,46398,46398,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Home State,OBC,Gender-Neutral,2025,1,87227,102353,Punjab,NIT
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,2025,1,177433,177433,Punjab,NIT
