institute,program,quota,category,gender,year,round,openRank,closeRank,state,instituteType
Sant Longowal Institute of Engineering and Technology,"Mathematics (5 Years, Integrated Master of Science)",All India,EWS,Gender-Neutral,2025,2,526851,526851,,GFTI
Sant Longowal Institute of Engineering and Technology,"Mathematics (5 Years, Integrated Master of Science)",All India,OBC,Gender-Neutral,2025,2,367861,493318,,GFTI
Sant Longowal Institute of Engineering and Technology,"Mathematics (5 Years, Integrated Master of Science)",All India,SC,Gender-Neutral,2025,2,364869,364869,,GFTI
Sant Longowal Institute of Engineering and Technology,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,176946,220258,,GFTI
Sant Longowal Institute of Engineering and Technology,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,222603,253056,,GFTI
Sant Longowal Institute of Engineering and Technology,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,222949,277288,,GFTI
Sant Longowal Institute of Engineering and Technology,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,386221,419026,,GFTI
Sant Longowal Institute of Engineering and Technology,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,2,710062,953510,,GFTI
Sant Longowal Institute of Engineering and Technology,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,GEN,Gender-Neutral,2025,2,241386,296530,,GFTI
Sant Longowal Institute of Engineering and Technology,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,EWS,Gender-Neutral,2025,2,381889,425081,,GFTI
Sant Longowal Institute of Engineering and Technology,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,OBC,Gender-Neutral,2025,2,301920,403401,,GFTI
Sant Longowal Institute of Engineering and Technology,"Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,SC,Gender-Neutral,2025,2,420511,434863,,GFTI
Sant Longowal Institute of Engineering and Technology,"Physics (5 Years, Integrated Master of Science)",All India,GEN,Gender-Neutral,2025,2,210462,210462,,GFTI
Sant Longowal Institute of Engineering and Technology,"Physics (5 Years, Integrated Master of Science)",All India,EWS,Gender-Neutral,2025,2,364714,364714,,GFTI
Sant Longowal Institute of Engineering and Technology,"Physics (5 Years, Integrated Master of Science)",All India,OBC,Gender-Neutral,2025,2,312550,312550,,GFTI
Sant Longowal Institute of Engineering and Technology,"Physics (5 Years, Integrated Master of Science)",All India,SC,Gender-Neutral,2025,2,418947,418947,,GFTI
"Mizoram University, Aizawl","Architecture (5 Years, Bachelor of Architecture)",All India,GEN,Gender-Neutral,2025,2,2141,2979,,GFTI
"Mizoram University, Aizawl","Architecture (5 Years, Bachelor of Architecture)",All India,SC,Gender-Neutral,2025,2,9885,10061,,GFTI
"Mizoram University, Aizawl","Architecture (5 Years, Bachelor of Architecture)",All India,ST,Gender-Neutral,2025,2,17397,17397,,GFTI
"Mizoram University, Aizawl","Civil Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,284912,363544,,GFTI
"Mizoram University, Aizawl","Civil Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,432837,476182,,GFTI
"Mizoram University, Aizawl","Civil Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,439978,448874,,GFTI
"Mizoram University, Aizawl","Civil Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,2,768975,781907,,GFTI
"Mizoram University, Aizawl","Computer Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,175413,189274,,GFTI
"Mizoram University, Aizawl","Computer Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,207676,215124,,GFTI
"Mizoram University, Aizawl","Computer Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,327401,377533,,GFTI
"Mizoram University, Aizawl","Computer Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,2,693371,812559,,GFTI
"Mizoram University, Aizawl","Electrical Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,243441,264313,,GFTI
"Mizoram University, Aizawl","Electrical Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,265011,268852,,GFTI
"Mizoram University, Aizawl","Electrical Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,420246,431826,,GFTI
"Mizoram University, Aizawl","Electrical Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,2,1169799,1169799,,GFTI
"Mizoram University, Aizawl","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,221156,248198,,GFTI
"Mizoram University, Aizawl","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,248279,258135,,GFTI
"Mizoram University, Aizawl","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,387450,409033,,GFTI
"Mizoram University, Aizawl","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,2,854039,863919,,GFTI
"Mizoram University, Aizawl","Information Technology (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,186488,215852,,GFTI
"Mizoram University, Aizawl","Information Technology (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,218850,220389,,GFTI
"Mizoram University, Aizawl","Information Technology (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,380184,380184,,GFTI
"Mizoram University, Aizawl","Information Technology (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,2,715762,785906,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","B.Tech. (Civil Engineering) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,GEN,Gender-Neutral,2025,2,195352,195352,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","B.Tech. (Civil Engineering) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,SC,Gender-Neutral,2025,2,380846,380846,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","B.Tech. (Computer Science and Engineering) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,SC,Gender-Neutral,2025,2,262771,262771,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","B.Tech. (Elctrical Engineering) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,GEN,Gender-Neutral,2025,2,130994,130994,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","B.Tech. (Elctrical Engineering) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,EWS,Gender-Neutral,2025,2,138372,138372,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","B.Tech. (Elctrical Engineering) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,OBC,Gender-Neutral,2025,2,151475,151475,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","B.Tech. (Elctrical Engineering) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,ST,Gender-Neutral,2025,2,630944,630944,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","B.Tech. (Electronics and Communication Engineering) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,SC,Gender-Neutral,2025,2,334401,334401,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","B.Tech. (Food Engineering and Technology) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,GEN,Gender-Neutral,2025,2,229932,229932,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","B.Tech. (Food Engineering and Technology) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,OBC,Gender-Neutral,2025,2,362216,452198,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","B.Tech. (Food Engineering and Technology) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,SC,Gender-Neutral,2025,2,468804,468804,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","B.Tech. (Mechanical Engineering) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,GEN,Gender-Neutral,2025,2,162110,191276,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","B.Tech. (Mechanical Engineering) - MBA (5 Years, Bachelor of Technology and MBA (Dual Degree))",All India,OBC,Gender-Neutral,2025,2,225202,225202,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","Bachelor of Design (4 Years, Bachelor of Design)",All India,GEN,Gender-Neutral,2025,2,149173,149173,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","Bachelor of Design (4 Years, Bachelor of Design)",All India,OBC,Gender-Neutral,2025,2,225917,225917,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","Civil Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,170036,186023,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","Civil Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,196527,196527,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","Civil Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,205463,253919,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","Civil Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,329158,340816,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","Civil Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,2,355620,355620,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,78293,78293,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,95947,100368,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,242156,242156,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","Electrical Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,114215,123169,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","Electrical Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,127505,127505,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","Electrical Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,136449,155100,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","Electrical Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,263885,263885,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,103584,107538,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,111239,114158,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,109999,116227,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,2,355458,355458,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","Food Engineering and Technology (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,246536,316342,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","Food Engineering and Technology (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,372110,377860,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","Food Engineering and Technology (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,472287,544047,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","Food Engineering and Technology (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,431675,446018,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,141619,154515,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,168265,184582,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,175941,230188,,GFTI
"School of Engineering, Tezpur University, Napaam, Tezpur","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,301649,301649,,GFTI
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",All India,GEN,Gender-Neutral,2025,2,703,703,,GFTI
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",All India,OBC,Gender-Neutral,2025,2,2158,2409,,GFTI
"School of Planning & Architecture, Bhopal","Architecture (5 Years, Bachelor of Architecture)",All India,SC,Gender-Neutral,2025,2,6943,6943,,GFTI
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",All India,GEN,Gender-Neutral,2025,2,1158,1382,,GFTI
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",All India,EWS,Gender-Neutral,2025,2,10677,10677,,GFTI
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",All India,OBC,Gender-Neutral,2025,2,4178,4745,,GFTI
"School of Planning & Architecture, Bhopal","Planning (4 Years, Bachelor of Planning)",All India,ST,Gender-Neutral,2025,2,15333,15333,,GFTI
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",All India,OBC,Gender-Neutral,2025,2,1501,1697,,GFTI
"School of Planning & Architecture, New Delhi","Architecture (5 Years, Bachelor of Architecture)",All India,SC,Gender-Neutral,2025,2,4749,4749,,GFTI
"School of Planning & Architecture, New Delhi","Planning (4 Years, Bachelor of Planning)",All India,EWS,Gender-Neutral,2025,2,6088,6088,,GFTI
"School of Planning & Architecture, New Delhi","Planning (4 Years, Bachelor of Planning)",All India,OBC,Gender-Neutral,2025,2,2786,2952,,GFTI
"School of Planning & Architecture, New Delhi","Planning (4 Years, Bachelor of Planning)",All India,ST,Gender-Neutral,2025,2,8021,8021,,GFTI
School of Planning & Architecture: Vijayawada,"Architecture (5 Years, Bachelor of Architecture)",All India,GEN,Gender-Neutral,2025,2,775,783,,GFTI
School of Planning & Architecture: Vijayawada,"Architecture (5 Years, Bachelor of Architecture)",All India,OBC,Gender-Neutral,2025,2,1784,1847,,GFTI
School of Planning & Architecture: Vijayawada,"Architecture (5 Years, Bachelor of Architecture)",All India,ST,Gender-Neutral,2025,2,8576,8576,,GFTI
School of Planning & Architecture: Vijayawada,"Planning (4 Years, Bachelor of Planning)",All India,GEN,Gender-Neutral,2025,2,1271,1271,,GFTI
School of Planning & Architecture: Vijayawada,"Planning (4 Years, Bachelor of Planning)",All India,OBC,Gender-Neutral,2025,2,4505,4769,,GFTI
School of Planning & Architecture: Vijayawada,"Planning (4 Years, Bachelor of Planning)",All India,SC,Gender-Neutral,2025,2,6499,6499,,GFTI
School of Planning & Architecture: Vijayawada,"Planning (4 Years, Bachelor of Planning)",All India,ST,Gender-Neutral,2025,2,10459,10459,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Architecture (5 Years, Bachelor of Architecture)",All India,GEN,Gender-Neutral,2025,2,2210,2838,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Architecture (5 Years, Bachelor of Architecture)",All India,EWS,Gender-Neutral,2025,2,15987,15987,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Architecture (5 Years, Bachelor of Architecture)",All India,OBC,Gender-Neutral,2025,2,5124,5269,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Architecture (5 Years, Bachelor of Architecture)",All India,SC,Gender-Neutral,2025,2,9743,11872,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Architecture (5 Years, Bachelor of Architecture)",All India,ST,Gender-Neutral,2025,2,22041,22041,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,134131,158916,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,159142,169987,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,162286,182240,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,348133,364828,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,2,672155,672155,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Bio Technology (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,264060,279358,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Bio Technology (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,394285,394285,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Bio Technology (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,308639,458746,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Bio Technology (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,389246,432219,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Civil Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,262076,319001,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Civil Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,423201,533277,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Civil Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,332857,442377,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Civil Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,400145,443927,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,103351,121290,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,127515,145901,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,129104,150821,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,279646,319094,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,2,536356,620636,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Electrical Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,173630,232623,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Electrical Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,233634,259334,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Electrical Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,241878,254802,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Electrical Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,398514,400315,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Electrical Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,2,596969,596969,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,155056,191346,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,193218,230070,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,193441,241475,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,360352,395593,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,2,636844,849772,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,200291,264156,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,265010,265782,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,266862,279818,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Mechanical Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,387622,424968,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Robotics and AI (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,134882,154428,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Robotics and AI (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,156522,164767,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Robotics and AI (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,157333,172932,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Robotics and AI (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,338450,339846,,GFTI
"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir","Robotics and AI (4 Years, Bachelor of Technology)",All India,ST,Gender-Neutral,2025,2,734578,734578,,GFTI
"International Institute of Information Technology, Naya Raipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,27402,27402,,GFTI
"International Institute of Information Technology, Naya Raipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,28971,28971,,GFTI
"International Institute of Information Technology, Naya Raipur","Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,OBC,Female-only (including Supernumerary),2025,2,63878,63878,,GFTI
"International Institute of Information Technology, Naya Raipur","Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,27762,27762,,GFTI
"International Institute of Information Technology, Naya Raipur","Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",All India,GEN,Female-only (including Supernumerary),2025,2,41937,41937,,GFTI
"International Institute of Information Technology, Naya Raipur","Data Science and Artificial Intelligence (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,34662,34662,,GFTI
"International Institute of Information Technology, Naya Raipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,GEN,Gender-Neutral,2025,2,33818,34910,,GFTI
"International Institute of Information Technology, Naya Raipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,GEN,Female-only (including Supernumerary),2025,2,54339,56096,,GFTI
"International Institute of Information Technology, Naya Raipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,41228,41228,,GFTI
"International Institute of Information Technology, Naya Raipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),2025,2,67020,67020,,GFTI
"International Institute of Information Technology, Naya Raipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OBC,Gender-Neutral,2025,2,41774,41774,,GFTI
"International Institute of Information Technology, Naya Raipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,OBC,Female-only (including Supernumerary),2025,2,77611,77611,,GFTI
"International Institute of Information Technology, Naya Raipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,2025,2,182994,182994,,GFTI
"International Institute of Information Technology, Naya Raipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,SC,Female-only (including Supernumerary),2025,2,243842,243842,,GFTI
University of Hyderabad,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,GEN,Gender-Neutral,2025,2,42217,42217,,GFTI
University of Hyderabad,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",All India,OBC,Gender-Neutral,2025,2,53005,57956,,GFTI
University of Hyderabad,"Computer Science and Engineering for DASA-CIWG (5 Years, Bachelor and Master of Technology (Dual Degree))",DASA-CIWG,GEN,Gender-Neutral,2025,2,664049,664049,,GFTI
University of Hyderabad,"Materials Engineering (5 Years, Integrated Master of Technology)",All India,GEN,Gender-Neutral,2025,2,103118,117154,,GFTI
University of Hyderabad,"Materials Engineering (5 Years, Integrated Master of Technology)",All India,GEN-PwD,Gender-Neutral,2025,2,1104307,1104307,,GFTI
University of Hyderabad,"Materials Engineering (5 Years, Integrated Master of Technology)",All India,EWS,Gender-Neutral,2025,2,121186,133934,,GFTI
University of Hyderabad,"Materials Engineering (5 Years, Integrated Master of Technology)",All India,OBC,Gender-Neutral,2025,2,130029,149564,,GFTI
University of Hyderabad,"Materials Engineering (5 Years, Integrated Master of Technology)",All India,SC,Gender-Neutral,2025,2,250979,259715,,GFTI
University of Hyderabad,"Materials Engineering (5 Years, Integrated Master of Technology)",All India,ST,Gender-Neutral,2025,2,397186,397186,,GFTI
"Punjab Engineering College, Chandigarh","Aerospace Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,2025,2,54425,54425,,GFTI
"Punjab Engineering College, Chandigarh","Aerospace Engineering (4 Years, Bachelor of Technology)",Home State,GEN,Gender-Neutral,2025,2,79184,79831,,GFTI
"Punjab Engineering College, Chandigarh","Aerospace Engineering (4 Years, Bachelor of Technology)",Other State,GEN,Gender-Neutral,2025,2,40443,40443,,GFTI
"Punjab Engineering College, Chandigarh","Aerospace Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,2025,2,57505,58700,,GFTI
"Punjab Engineering College, Chandigarh","Aerospace Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,2025,2,160371,160371,,GFTI
